od_id,od_nome,od_area,od_ano,od_municip,area,perimeter,geometry,d_m_1995,d_m_1996,d_m_1997,d_m_1998,d_m_1999,d_m_2000,d_m_2001,d_m_2002,d_m_2003,d_m_2004,d_m_2005,d_m_2006,d_m_2007,d_m_2008,d_m_2009,d_m_2010,d_m_2011,d_m_2012,d_m_2013,d_m_2014,d_m_2015,d_m_2016,d_m_2017,d_m_2018,d_m_2019
233,Sítio Carrãozinho,323.28,2017,36,3224588.671875,9416.412015094855,POINT (352089.997636784 7388820.806727213),12117.808668513666,12117.808668513666,12117.808668513666,12117.808668513666,12117.808668513666,12117.808668513666,12117.808668513666,12117.808668513666,12117.808668513666,12117.808668513666,12117.808668513666,12117.808668513666,12117.808668513666,12043.911533150074,12043.911533150074,12043.911533150074,11510.129266220141,11510.129266220141,11510.129266220141,11510.129266220141,11248.261272790132,11248.261272790132,11248.261272790132,11248.261272790132,9237.120619954332
262,Teotônio Vilela,346.33,2017,36,3454699.2895507812,9844.875020465493,POINT (346198.5432772591 7389423.144688295),8560.20788269552,8560.20788269552,8560.20788269552,8560.20788269552,8560.20788269552,8560.20788269552,8560.20788269552,8560.20788269552,8560.20788269552,8560.20788269552,8560.20788269552,8560.20788269552,8543.956571521081,8459.406048575695,8459.406048575695,8459.406048575695,7802.916305408775,7802.916305408775,7802.916305408775,7802.916305408775,7501.273200876896,7501.273200876896,7501.273200876896,7501.273200876896,5293.451893991093
265,Cidade IV Centenário,332.58,2017,36,3317463.022216797,8615.958425600387,POINT (347419.59233812446 7390207.031579011),8398.234653018468,8398.234653018468,8398.234653018468,8398.234653018468,8398.234653018468,8398.234653018468,8398.234653018468,8398.234653018468,8398.234653018468,8398.234653018468,8398.234653018468,8398.234653018468,8398.234653018468,8349.579523145749,8349.579523145749,8349.579523145749,7796.96521555782,7796.96521555782,7796.96521555782,7796.96521555782,7522.123338218931,7522.123338218931,7522.123338218931,7522.123338218931,5530.985112066703
266,Rio Claro,218.36,2017,36,2178108.5119628906,10816.386753327584,POINT (348898.62756387744 7390357.023075382),9024.342761543448,9024.342761543448,9024.342761543448,9024.342761543448,9024.342761543448,9024.342761543448,9024.342761543448,9024.342761543448,9024.342761543448,9024.342761543448,9024.342761543448,9024.342761543448,9024.342761543448,8992.069649746776,8992.069649746776,8992.069649746776,8488.019792523964,8488.019792523964,8488.019792523964,8488.019792523964,8209.998915915876,8209.998915915876,8209.998915915876,8209.998915915876,6310.406131591044
224,Parque do Carmo,777.43,2017,36,7754695.249267578,16095.959057794173,POINT (350331.26149886823 7391137.646668879),9408.456102688482,9408.456102688482,9408.456102688482,9408.456102688482,9408.456102688482,9408.456102688482,9408.456102688482,9408.456102688482,9408.456102688482,9408.456102688482,9408.456102688482,9408.456102688482,9408.456102688482,9408.456102688482,9408.456102688482,9408.456102688482,8948.549332212337,8948.549332212337,8948.549332212337,8948.549332212337,8704.997998549454,8704.997998549454,8704.997998549454,8704.997998549454,6974.671230150375
212,Barreira Grande,280.10,2017,36,2794039.7314453125,9924.460343871415,POINT (345237.4740418139 7391340.9142608745),6789.786088846374,6789.786088846374,6789.786088846374,6789.786088846374,6789.786088846374,6789.786088846374,6789.786088846374,6789.786088846374,6789.786088846374,6789.786088846374,6789.786088846374,6789.786088846374,6789.786088846374,6789.786088846374,6789.786088846374,6789.786088846374,6279.5406885700095,6279.5406885700095,6279.5406885700095,6279.5406885700095,5985.650726405975,5985.650726405975,5985.650726405975,5985.650726405975,4370.795149569121
223,Fazenda Caguaçu,439.53,2017,36,4384215.926025391,12034.602578313014,POINT (351877.806620659 7392471.957287229),9890.838509305648,9890.838509305648,9890.838509305648,9890.838509305648,9890.838509305648,9890.838509305648,9890.838509305648,9890.838509305648,9890.838509305648,9890.838509305648,9890.838509305648,9890.838509305648,9890.838509305648,9890.838509305648,9890.838509305648,9890.838509305648,9521.667661566547,9521.667661566547,9521.667661566547,9521.667661566547,9296.497677890662,9296.497677890662,9296.497677890662,9296.497677890662,7767.607577916769
221,Parque Savoy,444.75,2017,36,4436415.481689453,10569.18512689021,POINT (347498.241486937 7392671.869594181),6719.763238252543,6719.763238252543,6719.763238252543,6719.763238252543,6719.763238252543,6719.763238252543,6719.763238252543,6719.763238252543,6719.763238252543,6719.763238252543,6719.763238252543,6719.763238252543,6719.763238252543,6719.763238252543,6719.763238252543,6719.763238252543,6355.745995408983,6355.745995408983,6355.745995408983,6355.745995408983,6131.052204717758,6131.052204717758,6131.052204717758,6131.052204717758,4834.1913275958295
213,Aricanduva,406.17,2017,36,4051588.4912109375,9565.670604939496,POINT (345357.9801153021 7392664.6334111765),5890.86331030106,5890.86331030106,5890.86331030106,5890.86331030106,5890.86331030106,5890.86331030106,5890.86331030106,5890.86331030106,5890.86331030106,5890.86331030106,5890.86331030106,5890.86331030106,5890.86331030106,5890.86331030106,5890.86331030106,5890.86331030106,5521.073497042313,5521.073497042313,5521.073497042313,5521.073497042313,5298.072493141074,5298.072493141074,5298.072493141074,5298.072493141074,4241.521212680977
222,Vila Carmosina,343.76,2017,36,3428942.1467285156,12143.963527795095,POINT (350030.33361816814 7393140.730856726),8062.573968247276,8062.573968247276,8062.573968247276,8062.573968247276,8062.573968247276,8062.573968247276,8062.573968247276,8062.573968247276,8062.573968247276,8062.573968247276,8062.573968247276,8062.573968247276,8062.573968247276,8062.573968247276,8062.573968247276,8062.573968247276,7735.826400273958,7735.826400273958,7735.826400273958,7735.826400273958,7511.0502568151205,7511.0502568151205,7511.0502568151205,7511.0502568151205,6168.420326630092
220,Santa Marcelina,265.94,2017,36,2652753.7790527344,8567.043836447408,POINT (349462.5853963139 7393968.984961142),7231.935757512957,7231.935757512957,7231.935757512957,7231.935757512957,7231.935757512957,7231.935757512957,7231.935757512957,7231.935757512957,7231.935757512957,7231.935757512957,7231.935757512957,7231.935757512957,7231.935757512957,7231.935757512957,7231.935757512957,7231.935757512957,6967.48788814202,6967.48788814202,6967.48788814202,6967.48788814202,6744.871534253269,6744.871534253269,6744.871534253269,6744.871534253269,5621.421033287377
219,Cidade Líder,347.51,2017,36,3466452.704345703,10473.575303046146,POINT (346889.93648067414 7394093.724273448),5623.945091304768,5623.945091304768,5623.945091304768,5623.945091304768,5623.945091304768,5623.945091304768,5623.945091304768,5623.945091304768,5623.945091304768,5623.945091304768,5623.945091304768,5623.945091304768,5623.945091304768,5623.945091304768,5623.945091304768,5623.945091304768,5392.390647972477,5392.390647972477,5392.390647972477,5392.390647972477,5174.76391298181,5174.76391298181,5174.76391298181,5174.76391298181,4375.190372945092
190,Itaquera,283.17,2017,36,2824489.1845703125,8135.957914679349,POINT (351605.1643625582 7395140.136804649),8763.562583214298,8763.562583214298,8763.562583214298,8763.562583214298,8763.562583214298,8763.562583214298,8763.562583214298,8763.562583214298,8763.562583214298,8763.562583214298,8763.562583214298,8763.562583214298,8763.562583214298,8763.562583214298,8763.562583214298,8763.562583214298,8562.21591831992,8562.21591831992,8562.21591831992,8562.21591831992,8341.136917457332,8341.136917457332,8341.136917457332,8341.136917457332,7301.019762975605
191,Arena Corinthians,140.29,2017,36,1399348.4826660156,5220.920908850182,POINT (350018.3553909706 7395386.017686054),7180.456610027984,7180.456610027984,7180.456610027984,7180.456610027984,7180.456610027984,7180.456610027984,7180.456610027984,7180.456610027984,7180.456610027984,7180.456610027984,7180.456610027984,7180.456610027984,7180.456610027984,7180.456610027984,7180.456610027984,7180.456610027984,6998.506817502685,6998.506817502685,6998.506817502685,6998.506817502685,6796.301712211073,6796.301712211073,6796.301712211073,6796.301712211073,5931.372988836637
218,Artur Alvim,387.27,2017,36,3862999.8310546875,10717.59478789194,POINT (348011.0551471942 7395342.790902132),5706.1289911964905,5706.1289911964905,5706.1289911964905,5706.1289911964905,5706.1289911964905,5706.1289911964905,5706.1289911964905,5706.1289911964905,5706.1289911964905,5706.1289911964905,5706.1289911964905,5706.1289911964905,5706.1289911964905,5706.1289911964905,5706.1289911964905,5706.1289911964905,5538.789755338459,5538.789755338459,5538.789755338459,5538.789755338459,5345.5572393513985,5345.5572393513985,5345.5572393513985,5345.5572393513985,4719.715020549428
46,Água Rasa,315.81,2017,36,3150409.7072753906,8154.206027886717,POINT (340275.09237048484 7392198.956120226),5448.22131224243,5448.22131224243,5448.22131224243,5448.22131224243,5448.22131224243,5448.22131224243,5448.22131224243,5448.22131224243,5448.22131224243,5448.22131224243,5448.22131224243,5448.22131224243,5338.415300120143,5228.910019481271,5228.910019481271,5228.910019481271,4048.280417508808,4048.280417508808,4048.280417508808,4048.280417508808,3586.0680320016413,3586.0680320016413,3586.0680320016413,3586.0680320016413,3218.412991508879
47,Vila Bertioga,195.28,2017,36,1948027.9421386719,7166.326274714338,POINT (338869.9279995687 7392836.4767626515),4541.20335760549,4541.20335760549,4541.20335760549,4541.20335760549,4541.20335760549,4541.20335760549,4541.20335760549,4541.20335760549,4541.20335760549,4541.20335760549,4541.20335760549,4541.20335760549,4480.450533712696,4418.26151299332,4418.26151299332,4418.26151299332,3422.1133539875527,3422.1133539875527,3422.1133539875527,3422.1133539875527,3147.023476286925,3147.023476286925,3147.023476286925,3147.023476286925,3121.3014152650744
210,Jardim Anália Franco,334.04,2017,36,3332254.381591797,9206.905035270136,POINT (341329.7852341771 7393519.942227629),4838.12444461121,4838.12444461121,4838.12444461121,4838.12444461121,4838.12444461121,4838.12444461121,4838.12444461121,4838.12444461121,4838.12444461121,4838.12444461121,4838.12444461121,4838.12444461121,4838.12444461121,4838.12444461121,4838.12444461121,4838.12444461121,4102.072200829778,4102.072200829778,4102.072200829778,4102.072200829778,3785.212003854221,3785.212003854221,3785.212003854221,3785.212003854221,3508.6953734210706
48,Regente Feijó,203.96,2017,36,2034643.0373535156,7247.954347155505,POINT (339138.7474241711 7393845.5920210015),4098.405552496667,4098.405552496667,4098.405552496667,4098.405552496667,4098.405552496667,4098.405552496667,4098.405552496667,4098.405552496667,4098.405552496667,4098.405552496667,4098.405552496667,4098.405552496667,4098.405552496667,4098.405552496667,4098.405552496667,4098.405552496667,3402.945928955579,3402.945928955579,3402.945928955579,3402.945928955579,3192.692183641221,3192.692183641221,3192.692183641221,3192.692183641221,3192.692183641221
209,Vila Carrão,440.28,2017,36,4391916.90625,10567.046643886184,POINT (343693.51617072424 7394122.232402319),4692.954278651508,4692.954278651508,4692.954278651508,4692.954278651508,4692.954278651508,4692.954278651508,4692.954278651508,4692.954278651508,4692.954278651508,4692.954278651508,4692.954278651508,4692.954278651508,4692.954278651508,4692.954278651508,4692.954278651508,4692.954278651508,4503.49726290828,4503.49726290828,4503.49726290828,4503.49726290828,4307.060679264518,4307.060679264518,4307.060679264518,4307.060679264518,3919.4887433827535
40,Quarta Parada,127.40,2017,36,1270952.3989257812,4713.276153811623,POINT (338177.9308834008 7395066.795818849),3312.085970315128,3312.085970315128,3312.085970315128,3312.085970315128,3312.085970315128,3312.085970315128,3312.085970315128,3312.085970315128,3312.085970315128,3312.085970315128,3312.085970315128,3312.085970315128,3312.085970315128,3312.085970315128,3312.085970315128,3312.085970315128,3163.201098507815,3163.201098507815,3163.201098507815,3163.201098507815,3133.8389861605287,3133.8389861605287,3133.8389861605287,3133.8389861605287,3133.8389861605287
167,Tatuapé,156.88,2017,36,1565021.3090820312,5434.776434553248,POINT (339345.6376675427 7395117.233267742),3712.4684769808964,3712.4684769808964,3712.4684769808964,3712.4684769808964,3712.4684769808964,3712.4684769808964,3712.4684769808964,3712.4684769808964,3712.4684769808964,3712.4684769808964,3712.4684769808964,3712.4684769808964,3712.4684769808964,3712.4684769808964,3712.4684769808964,3712.4684769808964,3365.0747490576555,3365.0747490576555,3365.0747490576555,3365.0747490576555,3248.315714647026,3248.315714647026,3248.315714647026,3248.315714647026,3248.315714647026
166,Gomes Cardim,243.24,2017,36,2426441.612548828,6530.509603980581,POINT (340568.37806114636 7395166.1986483885),3948.07382742252,3948.07382742252,3948.07382742252,3948.07382742252,3948.07382742252,3948.07382742252,3948.07382742252,3948.07382742252,3948.07382742252,3948.07382742252,3948.07382742252,3948.07382742252,3948.07382742252,3948.07382742252,3948.07382742252,3948.07382742252,3608.1698851789524,3608.1698851789524,3608.1698851789524,3608.1698851789524,3457.1658067851845,3457.1658067851845,3457.1658067851845,3457.1658067851845,3457.1658067851845
208,Vila Califórnia,340.04,2017,36,3392054.0791015625,8497.83018097625,POINT (342022.4155053355 7395261.6963740075),4102.80657553395,4102.80657553395,4102.80657553395,4102.80657553395,4102.80657553395,4102.80657553395,4102.80657553395,4102.80657553395,4102.80657553395,4102.80657553395,4102.80657553395,4102.80657553395,4102.80657553395,4102.80657553395,4102.80657553395,4102.80657553395,3886.530297374969,3886.530297374969,3886.530297374969,3886.530297374969,3708.7150649151167,3708.7150649151167,3708.7150649151167,3708.7150649151167,3625.5101783571686
215,Vila Matilde,330.17,2017,36,3293470.479248047,10620.236062746842,POINT (344975.9536218949 7395604.610879162),4325.228868863349,4325.228868863349,4325.228868863349,4325.228868863349,4325.228868863349,4325.228868863349,4325.228868863349,4325.228868863349,4325.228868863349,4325.228868863349,4325.228868863349,4325.228868863349,4325.228868863349,4325.228868863349,4325.228868863349,4325.228868863349,4211.5209970666865,4211.5209970666865,4211.5209970666865,4211.5209970666865,4039.8281940126085,4039.8281940126085,4039.8281940126085,4039.8281940126085,3886.477327777993
228,Juscelino Kubitschek,418.82,2017,36,4170510.158203125,11400.420058196942,POINT (357341.1783059954 7393552.951890058),14665.563918379408,14665.563918379408,14665.563918379408,14665.563918379408,14665.563918379408,14665.563918379408,14665.563918379408,14665.563918379408,14665.563918379408,14665.563918379408,14665.563918379408,14665.563918379408,14665.563918379408,14665.563918379408,14665.563918379408,14665.563918379408,14352.782876335774,14352.782876335774,14352.782876335774,14352.782876335774,14127.56927416953,14127.56927416953,14127.56927416953,14127.56927416953,12662.61987529203
227,Guaianases,472.34,2017,36,4710762.044921875,11643.571601890859,POINT (355588.25368860445 7394733.933042973),12747.376000034084,12747.376000034084,12747.376000034084,12747.376000034084,12747.376000034084,12747.376000034084,12747.376000034084,12747.376000034084,12747.376000034084,12747.376000034084,12747.376000034084,12747.376000034084,12747.376000034084,12747.376000034084,12747.376000034084,12747.376000034084,12495.529400935295,12495.529400935295,12495.529400935295,12495.529400935295,12271.226564925584,12271.226564925584,12271.226564925584,12271.226564925584,10987.791850162135
226,José Bonifácio,416.53,2017,36,4154669.422607422,8644.606441090655,POINT (353610.96062589204 7395237.4123555925),10729.86860834346,10729.86860834346,10729.86860834346,10729.86860834346,10729.86860834346,10729.86860834346,10729.86860834346,10729.86860834346,10729.86860834346,10729.86860834346,10729.86860834346,10729.86860834346,10729.86860834346,10729.86860834346,10729.86860834346,10729.86860834346,10516.824644487242,10516.824644487242,10516.824644487242,10516.824644487242,10294.27163646234,10294.27163646234,10294.27163646234,10294.27163646234,9157.440736609728
204,Fábrica Bandeirantes,615.33,2017,36,6128435.1865234375,14950.215483333312,POINT (356871.46729269624 7396506.009062693),13940.654258692462,13940.654258692462,13940.654258692462,13940.654258692462,13940.654258692462,13940.654258692462,13940.654258692462,13940.654258692462,13940.654258692462,13940.654258692462,13940.654258692462,13940.654258692462,13940.654258692462,13940.654258692462,13940.654258692462,13940.654258692462,13753.29110235406,13753.29110235406,13753.29110235406,13753.29110235406,13543.359053756896,13543.359053756896,13543.359053756896,13543.359053756896,12439.720054338508
216,Cidade Patriarca,336.50,2017,36,3356634.6115722656,7811.060897815819,POINT (346103.6602068344 7396279.230295474),4577.9189019917885,4577.9189019917885,4577.9189019917885,4577.9189019917885,4577.9189019917885,4577.9189019917885,4577.9189019917885,4577.9189019917885,4577.9189019917885,4577.9189019917885,4577.9189019917885,4577.9189019917885,4577.9189019917885,4577.9189019917885,4577.9189019917885,4577.9189019917885,4476.7332647352205,4476.7332647352205,4476.7332647352205,4476.7332647352205,4302.0110811425475,4302.0110811425475,4302.0110811425475,4302.0110811425475,4121.990521194037
189,Parada XV,324.46,2017,36,3236356.8806152344,8159.1020092677045,POINT (352775.06946718646 7396601.289623821),9862.219235262097,9862.219235262097,9862.219235262097,9862.219235262097,9862.219235262097,9862.219235262097,9862.219235262097,9862.219235262097,9862.219235262097,9862.219235262097,9862.219235262097,9862.219235262097,9862.219235262097,9862.219235262097,9862.219235262097,9862.219235262097,9699.029733002822,9699.029733002822,9699.029733002822,9699.029733002822,9501.091504814452,9501.091504814452,9501.091504814452,9501.091504814452,8644.400851451432
217,Cidade A.E.Carvalho,265.77,2017,36,2650991.8837890625,7209.154869275216,POINT (348761.6246544355 7396685.791805447),6148.907047547635,6148.907047547635,6148.907047547635,6148.907047547635,6148.907047547635,6148.907047547635,6148.907047547635,6148.907047547635,6148.907047547635,6148.907047547635,6148.907047547635,6148.907047547635,6148.907047547635,6148.907047547635,6148.907047547635,6148.907047547635,6025.169159406738,6025.169159406738,6025.169159406738,6025.169159406738,5838.087354833883,5838.087354833883,5838.087354833883,5838.087354833883,5396.055915505311
192,Vila Campanela,230.53,2017,36,2299504.7890625,6722.715308251017,POINT (350358.554002025 7396611.074882275),7498.138854421382,7498.138854421382,7498.138854421382,7498.138854421382,7498.138854421382,7498.138854421382,7498.138854421382,7498.138854421382,7498.138854421382,7498.138854421382,7498.138854421382,7498.138854421382,7498.138854421382,7498.138854421382,7498.138854421382,7498.138854421382,7354.601415813294,7354.601415813294,7354.601415813294,7354.601415813294,7161.657245894021,7161.657245894021,7161.657245894021,7161.657245894021,6534.144183977032
173,Vila Ré,208.23,2017,36,2077129.9392089844,6189.352551693233,POINT (346995.82498884125 7397350.58391533),5125.5296208579175,5125.5296208579175,5125.5296208579175,5125.5296208579175,5125.5296208579175,5125.5296208579175,5125.5296208579175,5125.5296208579175,5125.5296208579175,5125.5296208579175,5125.5296208579175,5125.5296208579175,5125.5296208579175,5125.5296208579175,5125.5296208579175,5125.5296208579175,5054.463058870784,5054.463058870784,5054.463058870784,5054.463058870784,4882.767015389566,4882.767015389566,4882.767015389566,4882.767015389566,4733.777158618486
194,Parque Guarani,126.45,2017,36,1261339.9047851562,6438.055098812299,POINT (351016.15680957015 7397762.86903603),8351.29898689763,8351.29898689763,8351.29898689763,8351.29898689763,8351.29898689763,8351.29898689763,8351.29898689763,8351.29898689763,8351.29898689763,8351.29898689763,8351.29898689763,8351.29898689763,8351.29898689763,8351.29898689763,8351.29898689763,8351.29898689763,8237.720876532263,8237.720876532263,8237.720876532263,8237.720876532263,8048.909471563976,8048.909471563976,8048.909471563976,8048.909471563976,7537.428207605469
172,Vila Esperança,228.82,2017,36,2282536.537841797,6646.49940149864,POINT (345018.5329781923 7397654.298340087),4412.325754827391,4412.325754827391,4412.325754827391,4412.325754827391,4412.325754827391,4412.325754827391,4412.325754827391,4412.325754827391,4412.325754827391,4412.325754827391,4412.325754827391,4412.325754827391,4412.325754827391,4412.325754827391,4412.325754827391,4412.325754827391,4398.925996074356,4398.925996074356,4398.925996074356,4398.925996074356,4250.099067533321,4250.099067533321,4250.099067533321,4250.099067533321,4237.070090760771
195,Rio Verde,238.76,2017,36,2381566.5483398438,6393.092603812454,POINT (351893.92710911017 7397829.050631348),9188.544431544791,9188.544431544791,9188.544431544791,9188.544431544791,9188.544431544791,9188.544431544791,9188.544431544791,9188.544431544791,9188.544431544791,9188.544431544791,9188.544431544791,9188.544431544791,9188.544431544791,9188.544431544791,9188.544431544791,9188.544431544791,9067.872984172001,9067.872984172001,9067.872984172001,9067.872984172001,8876.871036850453,8876.871036850453,8876.871036850453,8876.871036850453,8296.221943382423
193,Araucárias,129.58,2017,36,1292563.4389648438,5338.598453628177,POINT (349990.58618923416 7397912.196012741),7487.1135469487,7487.1135469487,7487.1135469487,7487.1135469487,7487.1135469487,7487.1135469487,7487.1135469487,7487.1135469487,7487.1135469487,7487.1135469487,7487.1135469487,7487.1135469487,7487.1135469487,7487.1135469487,7487.1135469487,7487.1135469487,7390.365393485091,7390.365393485091,7390.365393485091,7390.365393485091,7206.070617533625,7206.070617533625,7206.070617533625,7206.070617533625,6820.1798110641075
196,Saudade,207.28,2017,36,2067513.1965332031,6459.049670331584,POINT (353248.4513913474 7398327.798205353),10599.888176864742,10599.888176864742,10599.888176864742,10599.888176864742,10581.763202179307,10581.763202179307,10581.763202179307,10581.763202179307,10581.763202179307,10581.763202179307,10581.763202179307,10581.763202179307,10581.763202179307,10581.763202179307,10581.763202179307,10581.763202179307,10480.335813208232,10480.335813208232,10480.335813208232,10480.335813208232,10288.264871415005,10288.264871415005,10288.264871415005,10288.264871415005,9668.071139411697
296,Bororé,5992.56,2017,36,59723198.66479492,39404.21519092017,POINT (330508.7455073393 7365996.080978291),22192.49517572617,22192.49517572617,22192.49517572617,22192.49517572617,22192.49517572617,22192.49517572617,22192.49517572617,22192.49517572617,19414.59436619393,19414.59436619393,19414.59436619393,19414.59436619393,19414.59436619393,19414.59436619393,19414.59436619393,19414.59436619393,19414.59436619393,19414.59436619393,19414.59436619393,19414.59436619393,19102.88112128064,19102.88112128064,19102.88112128064,18871.34747332198,18871.34747332198
294,Cocaia,1093.33,2017,36,10878655.191894531,15214.448511492395,POINT (330569.60525136173 7373122.819350217),15116.64936808889,15116.64936808889,15116.64936808889,15116.64936808889,15116.64936808889,15116.64936808889,15116.64936808889,15116.64936808889,12932.8042336003,12932.8042336003,12932.8042336003,12932.8042336003,12932.8042336003,12932.8042336003,12932.8042336003,12932.8042336003,12932.8042336003,12932.8042336003,12932.8042336003,12932.8042336003,12622.062269972885,12622.062269972885,12622.062269972885,12136.044606052983,12136.044606052983
285,Pedreira,1302.69,2017,36,12863333.045898438,16016.8067547691,POINT (332408.5911513724 7376797.187878647),11275.925307232505,11275.925307232505,11275.925307232505,11275.925307232505,11275.925307232505,11275.925307232505,11275.925307232505,11275.925307232505,10226.445616275025,10226.445616275025,10226.445616275025,10226.445616275025,10226.445616275025,10225.573660776916,10225.573660776916,10225.573660776916,10225.573660776916,10225.573660776916,10225.573660776916,10225.573660776916,9892.420793631196,9892.420793631196,9892.420793631196,9331.958248682871,9331.958248682871
284,Mar Paulista,548.66,2017,36,5473792.523925781,11470.782790242047,POINT (330292.3682565247 7378360.117981882),10048.664667066982,10048.664667066982,10048.664667066982,10048.664667066982,10048.664667066982,10048.664667066982,10048.664667066982,10048.664667066982,8483.070099075416,8483.070099075416,8483.070099075416,8483.070099075416,8483.070099075416,8483.070099075416,8483.070099075416,8483.070099075416,8483.070099075416,8483.070099075416,8483.070099075416,8483.070099075416,8044.191051087642,8044.191051087642,8044.191051087642,7367.697828047111,7367.697828047111
279,Vila Missionária,295.40,2017,36,2947102.102294922,9238.358814148416,POINT (330657.24640580855 7379928.480018288),8443.25483499709,8443.25483499709,8443.25483499709,8443.25483499709,8443.25483499709,8443.25483499709,8443.25483499709,8443.25483499709,7293.2877726554025,7293.2877726554025,7293.2877726554025,7293.2877726554025,7293.2877726554025,7293.2877726554025,7293.2877726554025,7293.2877726554025,7293.2877726554025,7293.2877726554025,7293.2877726554025,7293.2877726554025,6902.9240551174735,6902.9240551174735,6902.9240551174735,6161.201843941404,6161.201843941404
278,Jardim Miriam,513.94,2017,36,5114527.194580078,11471.780248340063,POINT (332281.2580743486 7380359.3035759665),7726.500225575944,7726.500225575944,7726.500225575944,7726.500225575944,7726.500225575944,7726.500225575944,7726.500225575944,7726.500225575944,7167.808047636999,7167.808047636999,7167.808047636999,7167.808047636999,7128.57839357497,7089.082880542033,7089.082880542033,7089.082880542033,7089.082880542033,7089.082880542033,7089.082880542033,7089.082880542033,6862.304286007004,6862.304286007004,6862.304286007004,6378.3837042986725,6378.3837042986725
276,Jardim Bom Clima,445.92,2017,36,4448685.467285156,12686.536975433643,POINT (332370.9763835547 7382158.529807916),5926.190297177442,5926.190297177442,5926.190297177442,5926.190297177442,5926.190297177442,5926.190297177442,5926.190297177442,5926.190297177442,5674.775524022023,5674.775524022023,5674.775524022023,5674.775524022023,5625.3243856733,5580.142752332125,5580.142752332125,5580.142752332125,5580.142752332125,5580.142752332125,5580.142752332125,5580.142752332125,5435.963231772601,5435.963231772601,5435.963231772601,5079.215482950948,5037.416507012172
277,Cupecê,416.89,2017,36,4159119.821044922,9739.307732393667,POINT (329748.97684982035 7382262.93715733),6674.662866343458,6674.662866343458,6674.662866343458,6674.662866343458,6674.662866343458,6674.662866343458,6674.662866343458,6674.662866343458,5617.575599806032,5617.575599806032,5617.575599806032,5617.575599806032,5617.575599806032,5617.575599806032,5617.575599806032,5617.575599806032,5617.575599806032,5617.575599806032,5617.575599806032,5617.575599806032,5222.441973322466,5222.441973322466,5222.441973322466,4309.188848534203,4309.188848534203
273,Vila Santa Catarina,325.71,2017,36,3249471.5439453125,8811.010453165454,POINT (330650.29987473774 7383541.484121262),5161.757195155217,5161.757195155217,5161.757195155217,5161.757195155217,5161.757195155217,5161.757195155217,5161.757195155217,5161.757195155217,4771.595682587653,4771.595682587653,4771.595682587653,4771.595682587653,4752.709762206034,4752.709762206034,4752.709762206034,4752.709762206034,4752.709762206034,4752.709762206034,4752.709762206034,4752.709762206034,4491.983716823905,4491.983716823905,4491.983716823905,3801.3893458672196,3747.2087078946047
274,Jabaquara,288.72,2017,36,2880332.739501953,8706.624918706748,POINT (332013.80669888214 7384230.050362161),4018.1320099818195,4018.1320099818195,4018.1320099818195,4018.1320099818195,4018.1320099818195,4018.1320099818195,4018.1320099818195,4018.1320099818195,3969.541814811094,3969.541814811094,3969.541814811094,3969.541814811094,3860.0732117519337,3846.423375968539,3846.423375968539,3846.423375968539,3846.423375968539,3846.423375968539,3846.423375968539,3846.423375968539,3838.7789139261613,3838.7789139261613,3838.7789139261613,3555.7130544334045,3418.4008459303486
248,Parque do Estado,445.41,2017,36,4439204.882324219,12421.660052549601,POINT (334460.97177239007 7383433.839318978),5048.14069818851,5048.14069818851,5048.14069818851,5048.14069818851,5048.14069818851,5048.14069818851,5048.14069818851,5048.14069818851,5048.14069818851,5048.14069818851,5048.14069818851,5048.14069818851,4781.556575613655,4682.042142552683,4682.042142552683,4682.042142552683,4616.390697498187,4616.390697498187,4616.390697498187,4616.390697498187,4616.390697498187,4616.390697498187,4616.390697498187,4616.390697498187,4616.390697498187
246,Anchieta,217.08,2017,36,2165023.149658203,6631.723895064393,POINT (337244.0110610288 7384094.364255456),6224.971890511257,6224.971890511257,6224.971890511257,6224.971890511257,6224.971890511257,6224.971890511257,6224.971890511257,6224.971890511257,6224.971890511257,6224.971890511257,6224.971890511257,6224.971890511257,5884.6269279799035,5708.942533175183,5708.942533175183,5708.942533175183,5433.348654396296,5433.348654396296,5433.348654396296,5433.348654396296,5433.348654396296,5433.348654396296,5433.348654396296,5433.348654396296,5433.348654396296
247,Vila das Mercês,468.94,2017,36,4672918.837158203,12145.488460074946,POINT (336186.9038426537 7384677.752196164),5121.316017654923,5121.316017654923,5121.316017654923,5121.316017654923,5121.316017654923,5121.316017654923,5121.316017654923,5121.316017654923,5121.316017654923,5121.316017654923,5121.316017654923,5121.316017654923,4794.506902166055,4637.4011519980895,4637.4011519980895,4637.4011519980895,4473.555674199024,4473.555674199024,4473.555674199024,4473.555674199024,4473.555674199024,4473.555674199024,4473.555674199024,4473.555674199024,4473.555674199024
275,Cidade Vargas,347.45,2017,36,3466272.9255371094,9993.918127011239,POINT (333240.781414201 7384576.556949262),3687.038946375749,3687.038946375749,3687.038946375749,3687.038946375749,3687.038946375749,3687.038946375749,3687.038946375749,3687.038946375749,3687.038946375749,3687.038946375749,3687.038946375749,3687.038946375749,3470.72613691062,3420.6241533233538,3420.6241533233538,3420.6241533233538,3420.6241533233538,3420.6241533233538,3420.6241533233538,3420.6241533233538,3420.6241533233538,3420.6241533233538,3420.6241533233538,3420.6241533233538,3337.912825385521
