Zona ,Nome,População,Escolares,Empregos,Área (ha),Per Capita,cluster
138,Limão,0.0418685555284884,0.0226892418998258,0.1193246586433237,0.0061026488266609,0.1921349957931321,7
139,Jardim Primavera,0.1295713349961092,0.1099634424368137,0.1402140769956456,0.0068468309740331,0.2291419782660649,3
140,Vila Santa Maria,0.2526024081848131,0.1962363095799366,0.1606913055710374,0.009872934894541,0.2003642375737016,24
141,Cachoeirinha,0.4225552469796664,0.3612998413351512,0.2162745860286615,0.0170000330352934,0.2274966036092988,11
142,Jardim Peri,0.3535186369656867,0.11176044217755,0.1749185857324645,0.0157603214866876,0.1507401611409515,1
143,Reserva da Cantareira,0.0,0.0,0.0,0.0155091822130875,0.0,37
144,Mandaqui,0.5571421036993435,0.2054360902914017,0.2977948701489933,0.0196240299434741,0.3143714967168128,2
145,Horto Florestal,0.0238791972417696,0.0623580470041443,0.0236774284199006,0.0121548566676766,0.3371779581416277,27
146,ETA Guaraú,0.0,0.0,0.0,0.0152271389553245,0.0,37
147,Parque Palmas do Tremembé,0.1807037241214491,0.0813722124588354,0.1317318794913589,0.0144584467515472,0.2468634309417447,3
148,Tremembé,0.1218958243309112,0.1214482347362289,0.0775510875498478,0.011779746239216,0.1643329024330121,3
149,Cantareira,0.0,0.0,0.0006774107774005,0.1025319598702885,0.0,37
150,Jardim das Pedras,0.2748133089229774,0.1342122074163375,0.1016347180544862,0.0571549650092303,0.133641741828762,1
151,Jardim Guapira,0.5843419360991541,0.2674465856340874,0.2079378285721038,0.0194847844056364,0.1598503580094897,2
152,Parada Inglesa,0.1874570172737124,0.224477234970569,0.1442237382770149,0.0086200802722108,0.2374151491545016,24
153,Tucuruvi,0.0867966035196499,0.1445856589944166,0.1065409139952759,0.0127345727843885,0.4327885264310303,0
154,Vila Gustavo,0.2423365348385799,0.1641586323922794,0.1698473366963649,0.0122834456592512,0.286621709922412,24
155,Cohab Jova Real,0.1718556205365596,0.0700503155658217,0.0625483309663256,0.0090431451588553,0.1494673712243143,3
156,Jaçanã,0.234048161086667,0.2149252390336163,0.1742936543572181,0.0137195928773065,0.2053872925983782,24
157,Parque Edu Chaves,0.1046260840108541,0.0859247064066679,0.0691328238682272,0.0039042033325861,0.2101601861169228,3
158,Vila Medeiros,0.3222571873530491,0.1419634905086611,0.0784597792988953,0.0119005204301976,0.2576757390026417,1
159,Jardim Brasil,0.3420428173784915,0.1682254216292749,0.2890151805622519,0.0161400497518623,0.1781728454291301,16
160,Jardim Japão,0.2700908145272826,0.1230805884153719,0.1256561246519616,0.0140748110860761,0.2394921534906845,1
161,Parque Novo Mundo,0.2521014076451102,0.1130361644304986,0.3286302421396217,0.0195853111587182,0.1542210760413942,16
